product_id,name,category,price,stock,rating
2568,Reflect Especially,Home,25.69,947,2.22
2569,Home Involve,Home,259.94,504,3.24
2570,Interesting Glass,Sports,20.31,306,3.57
2571,Various Box,Books,15.72,178,3.21
2572,Account Ground,Books,26.14,843,2.16
2573,Now Wear,Home,181.14,791,4.65
2574,Blood Paper,Home,104.77,888,1.92
2575,Defense Form,Electronics,242.84,741,3.75
2576,Attorney Child,Sports,232.05,728,4.03
2577,Sit Mrs,Clothing,107.21,966,1.89
2578,Pay Similar,Electronics,339.72,14,2.84
2579,Form Risk,Electronics,70.97,748,2.46
2580,Middle Traditional,Electronics,461.69,270,2.24
2581,Describe College,Electronics,358.42,153,4.12
2582,South Left,Home,151.67,689,3.62
2583,Game Should,Home,254.53,176,4.92
2584,Garden Make,Home,133.63,434,4.34
2585,Time Source,Home,117.52,883,3.43
2586,Officer Area,Clothing,21.07,629,2.07
2587,Understand About,Electronics,205.33,226,2.55
2588,Protect Produce,Home,37.6,616,2.95
2589,Case Citizen,Books,27.89,84,3.72
2590,In Sing,Sports,93.47,263,4.47
2591,Politics Physical,Electronics,491.86,678,4.23
2592,Energy Star,Electronics,217.44,18,1.97
2593,Technology Ago,Home,263.68,85,3.06
2594,Instead Wife,Electronics,315.72,125,4.46
2595,Appear Agency,Electronics,329.93,27,2.07
2596,Themselves Beat,Electronics,386.37,96,1.58
2597,Wait While,Electronics,72.77,148,1.18
2598,Pressure Loss,Clothing,140.74,506,2.51
2599,Choice Natural,Home,274.65,769,2.32
2600,Financial Forget,Electronics,57.64,54,3.08
2601,Throughout Opportunity,Clothing,94.26,651,4.76
2602,By Race,Clothing,143.28,141,4.04
2603,Read Between,Electronics,388.63,345,4.48
2604,Record Pretty,Home,38.62,948,1.19
2605,Per Traditional,Sports,19.01,438,1.54
2606,Seem Response,Electronics,437.56,597,3.51
2607,Lead Such,Clothing,80.91,340,3.14
2608,Population Surface,Home,230.84,555,1.37
2609,Training Year,Clothing,108.57,237,2.45
2610,Receive Ahead,Books,10.85,202,2.81
2611,Hot Almost,Electronics,463.27,177,1.79
2612,Management Pm,Clothing,99.39,414,2.09
2613,Admit Though,Clothing,13.71,681,4.81
2614,Improve Force,Clothing,59.15,721,4.88
2615,Check Sell,Books,16.97,954,1.06
2616,People Between,Home,36.59,95,4.17
2617,Picture Education,Electronics,125.36,798,2.11
2618,Particularly Occur,Home,239.72,648,1.67
2619,Good Red,Sports,211.32,407,4.59
2620,Wait Sense,Home,31.82,532,1.28
2621,Skin Court,Home,227.52,98,1.31
2622,Maintain Hold,Home,192.99,545,4.83
2623,My Financial,Clothing,52.88,747,1.75
2624,Production Own,Clothing,73.94,160,2.75
2625,Hit Weight,Electronics,473.56,443,1.35
2626,Until Require,Electronics,217.33,219,4.62
2627,Might Itself,Electronics,374.68,450,3.45
2628,Speech Laugh,Electronics,315.93,445,1.92
2629,New Add,Sports,28.09,878,3.35
2630,Visit Tax,Books,43.61,23,3.39
2631,Letter Seat,Electronics,143.43,63,2.16
2632,Outside Thus,Electronics,226.05,97,2.54
2633,Themselves Second,Home,253.77,222,2.86
2634,Benefit Father,Books,10.36,287,1.47
2635,Service Police,Books,18.63,854,1.52
2636,Degree Appear,Clothing,55.14,900,4.84
2637,Worry Actually,Clothing,56.69,877,3.84
2638,Dog Wall,Clothing,31.46,905,1.1
2639,Part Often,Clothing,39.96,286,1.07
2640,Speech History,Home,86.13,744,3.24
2641,Them Focus,Home,63.71,59,1.67
2642,Ground Community,Sports,124.75,640,4.48
2643,Find Picture,Home,76.7,906,3.93
2644,Middle Oil,Sports,205.78,538,3.26
2645,Deep Crime,Clothing,60.28,473,3.63
2646,Forget Sound,Books,29.29,999,1.4
2647,Two Change,Home,289.45,683,1.58
2648,Treat Especially,Electronics,238.99,71,4.22
2649,Campaign Begin,Sports,231.3,435,3.14
2650,Number Why,Sports,56.1,121,2.57
2651,Morning Set,Books,42.08,258,4.28
2652,Rise Personal,Home,48.18,444,4.04
2653,Hour Prevent,Home,75.34,321,4.68
2654,Generation Consumer,Sports,181.52,636,1.79
2655,Face Newspaper,Electronics,293.66,907,4.29
2656,Growth Cup,Electronics,200.38,762,1.92
2657,Mouth Even,Sports,174.97,571,3.47
2658,Democrat Usually,Books,38.13,608,1.41
2659,Affect Base,Sports,204.63,791,3.4
2660,Wrong Left,Clothing,87.3,342,4.45
2661,Bad Even,Clothing,114.31,782,1.67
2662,The Move,Clothing,124.34,267,2.41
2663,During Hour,Home,224.99,13,3.35
2664,Lawyer Boy,Clothing,116.56,574,3.36
2665,Eat Traditional,Clothing,99.63,597,1.96
2666,City Of,Sports,91.56,126,2.98
2667,Place East,Electronics,150.54,128,2.3
2668,Glass Enough,Home,140.39,21,1.04
2669,Nearly Pretty,Home,130.48,500,4.81
2670,Debate Sport,Sports,161.28,64,3.24
2671,Tend Them,Home,72.14,253,1.06
2672,Area Us,Home,135.28,884,1.22
2673,These Or,Clothing,134.2,500,3.92
2674,Pattern Factor,Clothing,131.5,191,4.22
2675,School Factor,Electronics,396.05,701,1.32
2676,Six Blue,Electronics,279.34,301,3.4
2677,Simple Short,Electronics,75.42,360,3.04
2678,Generation Lot,Home,155.23,586,1.24
2679,Loss Central,Clothing,69.14,942,1.48
2680,Why Create,Electronics,275.05,377,2.16
2681,Trial Four,Clothing,97.6,209,4.22
2682,Line Police,Electronics,208.43,629,3.03
2683,Discover Energy,Home,284.69,876,2.03
2684,A Six,Electronics,300.74,294,4.47
2685,Occur Image,Home,54.42,796,3.34
2686,Realize Billion,Books,12.56,460,2.43
2687,Network Law,Books,26.07,861,1.32
2688,Story Environment,Clothing,95.55,305,3.32
2689,Front Soldier,Sports,187.64,854,1.03
2690,See Million,Books,10.54,283,1.9
2691,Set Learn,Home,109.13,93,3.18
2692,Sort Room,Clothing,60.01,64,3.37
2693,Not Look,Home,298.15,801,4.0
2694,Night Buy,Clothing,144.44,832,3.41
2695,Line List,Clothing,143.1,598,1.35
2696,Support Room,Home,204.26,976,4.89
2697,Perform History,Clothing,131.61,132,4.3
2698,Voice Year,Sports,168.79,206,2.14
2699,Me Among,Home,90.61,326,4.07
2700,Support Natural,Clothing,40.15,693,1.83
2701,West Offer,Clothing,51.0,80,1.57
2702,Bank Fall,Books,44.68,25,4.85
2703,Decide Though,Electronics,433.67,958,4.22
2704,Recognize Forget,Home,67.3,605,2.75
2705,Pick Trouble,Home,33.58,296,1.39
2706,Seem Bag,Sports,61.53,979,4.33
2707,Attack Despite,Books,11.87,938,4.65
2708,Cultural Church,Clothing,99.04,353,3.75
2709,Its Opportunity,Electronics,456.75,22,3.16
2710,Success Example,Clothing,38.53,630,3.56
2711,Real Manage,Books,36.81,145,2.94
2712,Account Case,Books,39.18,528,1.22
2713,Two One,Electronics,90.67,50,4.87
2714,And Determine,Electronics,366.09,476,2.04
2715,Third Cut,Sports,55.91,333,1.35
2716,Kitchen Benefit,Sports,197.99,669,2.44
2717,Table On,Electronics,426.23,724,4.8
2718,College According,Electronics,308.86,409,4.85
2719,Reach Turn,Electronics,325.32,833,2.08
2720,Current Enter,Sports,168.3,682,1.8
2721,Society Whether,Home,188.06,516,2.45
2722,East Rock,Home,77.7,648,3.52
2723,Example Candidate,Home,281.37,347,3.36
2724,There Individual,Home,284.97,875,4.5
2725,Over Year,Sports,30.43,657,4.39
2726,Difference Your,Sports,135.35,161,2.66
2727,Middle Morning,Electronics,448.21,155,4.07
2728,Despite Determine,Home,211.02,160,1.46
2729,Save Receive,Clothing,100.86,737,1.44
2730,Dog Or,Home,176.22,966,3.16
2731,Money General,Clothing,38.42,902,2.13
2732,Generation According,Electronics,83.9,539,4.95
2733,Ground Red,Clothing,130.19,99,3.68
2734,Everybody Last,Electronics,195.64,429,1.52
2735,Dog Five,Clothing,48.4,411,1.04
2736,Meet Loss,Books,33.18,109,2.07
2737,Develop Item,Sports,100.92,777,3.14
2738,Reality Box,Sports,182.56,903,4.64
2739,Dog American,Clothing,114.14,800,3.57
2740,Back Music,Sports,57.03,585,2.99
2741,Hope Get,Sports,26.45,144,1.92
2742,True Especially,Books,46.77,594,1.45
2743,Chair Wonder,Sports,22.12,398,3.69
2744,Two State,Sports,131.42,781,4.49
2745,Our Avoid,Clothing,17.75,712,1.77
2746,Court Visit,Sports,99.85,157,4.45
2747,Black Account,Clothing,55.68,625,3.93
2748,Economic Range,Clothing,97.37,173,3.41
2749,Purpose Sure,Home,109.7,390,2.27
2750,Religious With,Books,47.38,106,4.15
2751,Work Available,Sports,208.43,348,2.05
2752,Stuff Family,Electronics,93.09,292,3.91
2753,Include Manager,Books,38.66,750,3.92
2754,Instead Defense,Home,216.14,391,3.45
2755,Despite Notice,Books,15.8,732,3.89
2756,Reduce Other,Clothing,91.73,43,4.88
2757,Ready Police,Sports,89.27,115,2.46
2758,Movie Hear,Books,33.89,920,4.37
2759,Put Air,Sports,139.92,834,1.48
2760,Process Call,Electronics,342.81,150,4.37
2761,Interest Down,Books,10.57,926,2.79
2762,Concern Level,Books,37.57,57,1.0
2763,Arrive Arrive,Home,80.44,76,2.92
2764,Probably Democratic,Sports,131.6,772,3.23
2765,Free Woman,Electronics,130.79,805,1.29
2766,Degree Reach,Clothing,17.78,296,1.3
2767,Meeting Reveal,Sports,94.84,220,2.51
2768,Reflect Window,Books,33.8,404,4.99
2769,Range Business,Electronics,269.4,1,3.39
2770,Main Financial,Clothing,10.21,660,4.93
2771,Necessary Inside,Home,109.18,924,2.13
2772,Itself Republican,Clothing,63.67,63,2.62
2773,Sister Wind,Clothing,29.91,628,1.8
2774,Toward Parent,Clothing,42.99,707,3.13
2775,Gun Little,Sports,141.21,464,4.81
2776,Tv Nice,Clothing,75.84,336,4.37
2777,American Stop,Books,47.08,367,2.67
2778,Thing Tough,Clothing,145.59,948,3.67
2779,Receive Note,Sports,105.47,351,2.66
2780,Design Sport,Sports,121.52,407,4.18
2781,Security Child,Sports,108.93,84,3.51
2782,Teacher Seven,Books,11.01,785,3.51
2783,Sea Value,Home,69.84,313,4.79
2784,Size Present,Home,212.48,514,1.69
2785,Daughter Toward,Electronics,448.11,494,3.58
2786,Old If,Electronics,259.41,220,2.62
2787,Toward Describe,Books,46.34,865,1.43
2788,Draw Visit,Books,25.29,800,3.84
2789,Oil Finish,Clothing,33.77,495,2.25
2790,Later Into,Books,44.55,419,4.68
2791,History Store,Clothing,39.99,977,1.85
2792,Right Wear,Clothing,126.16,252,2.07
2793,Various Customer,Electronics,313.65,835,3.74
2794,Policy Pass,Electronics,408.52,12,3.24
2795,Modern Dark,Home,153.17,822,4.07
2796,By Upon,Clothing,46.74,410,3.53
2797,Blood Evening,Books,27.39,21,4.54
2798,Measure Sister,Home,281.58,170,1.93
2799,Purpose Letter,Home,71.14,124,2.47
2800,As Region,Books,28.31,62,1.63
2801,Join Represent,Clothing,106.38,631,2.55
2802,Weight End,Books,31.85,924,3.48
2803,Whatever Want,Clothing,68.57,811,1.87
2804,Focus Person,Electronics,321.02,594,2.0
2805,Career Kid,Electronics,260.6,885,4.37
2806,Series Site,Clothing,121.78,366,2.49
2807,Hard Test,Clothing,68.36,621,2.7
2808,Forget Event,Clothing,147.37,887,2.51
2809,Drop Trip,Clothing,114.0,747,2.79
2810,Any Together,Sports,48.28,131,1.35
2811,Itself I,Books,14.67,512,2.8
2812,Fall Statement,Home,222.18,813,3.64
2813,Difficult Tell,Electronics,298.13,660,1.38
2814,Half Let,Home,273.27,168,2.83
2815,Simple Main,Sports,104.2,526,2.55
2816,Plant Throw,Sports,122.81,586,3.55
2817,Pressure Say,Sports,99.46,823,4.62
2818,Office Staff,Electronics,497.04,656,3.51
2819,Environment Open,Books,24.93,162,1.38
2820,Though Evidence,Books,47.7,273,4.48
2821,Hope Truth,Sports,231.01,731,1.03
2822,Suddenly Strategy,Sports,155.37,228,4.95
2823,Man Challenge,Clothing,18.62,581,1.87
2824,Decision Society,Electronics,161.26,848,1.09
2825,Our Really,Electronics,337.69,807,1.72
2826,Rock Condition,Electronics,223.74,875,2.46
2827,Behind Glass,Clothing,73.09,36,1.74
2828,Turn Exist,Clothing,12.72,602,1.45
2829,Explain About,Home,151.51,334,1.17
2830,Energy Score,Clothing,13.76,882,4.67
2831,Recent And,Books,38.34,278,1.08
2832,Summer Conference,Books,44.88,924,2.08
2833,Type Western,Sports,188.86,553,1.63
2834,Him When,Home,203.68,718,3.28
2835,Charge Crime,Sports,72.09,301,3.99
2836,All Crime,Home,96.2,647,3.39
2837,As Respond,Books,28.4,339,3.57
2838,Follow Dog,Clothing,24.07,57,3.85
2839,National Take,Books,33.98,65,2.62
2840,Degree New,Sports,177.22,955,4.42
2841,Baby Foot,Clothing,96.38,757,2.41
2842,Security After,Clothing,145.25,816,2.29
2843,Street Technology,Electronics,93.07,876,1.54
2844,Trade Professor,Electronics,240.75,5,3.32
2845,Will Personal,Clothing,60.26,120,1.94
2846,Student Scene,Home,215.8,102,3.52
2847,Cover Affect,Clothing,62.41,947,4.17
2848,Source Send,Sports,22.97,37,2.11
2849,Live These,Sports,196.34,447,2.63
2850,Get Thus,Books,19.96,955,3.17
2851,Early Air,Books,31.23,797,3.48
2852,Full Where,Home,50.29,916,2.5
2853,Knowledge Help,Books,19.32,135,1.05
2854,Act Simple,Home,113.35,299,3.07
2855,Positive Program,Electronics,443.46,334,2.68
2856,Under Society,Clothing,44.73,73,4.73
2857,What Look,Electronics,358.7,217,4.14
2858,Season Without,Books,24.76,443,1.69
2859,Use Well,Clothing,108.22,101,3.4
2860,Campaign Country,Sports,161.06,919,2.48
2861,Contain Glass,Books,44.56,797,4.32
2862,Computer Feel,Sports,249.65,91,2.74
2863,Stop Factor,Home,70.59,132,4.57
2864,Step Call,Sports,134.3,521,2.23
2865,Power Money,Clothing,10.49,306,2.39
2866,Message Hospital,Clothing,103.49,614,4.73
2867,Light Note,Clothing,29.94,556,2.46
2868,Provide Method,Sports,110.52,862,1.63
2869,Item Yet,Sports,25.0,562,1.14
2870,Sell Tree,Clothing,13.07,260,3.9
2871,Best Bad,Clothing,136.0,553,2.91
2872,Event Responsibility,Electronics,439.81,12,4.37
2873,Old Paper,Home,175.77,433,3.35
2874,Blue Return,Sports,147.7,9,1.42
2875,Forward Throw,Sports,223.85,167,1.29
2876,Save You,Home,59.91,849,1.48
2877,Everybody Stand,Sports,90.24,447,3.11
2878,For Effect,Books,13.56,280,2.51
2879,Long Movie,Sports,178.95,994,3.2
2880,Young Majority,Books,45.15,346,4.81
2881,Challenge Chance,Books,17.03,950,4.63
2882,Worry Might,Books,17.4,907,3.19
2883,Yard Party,Books,16.77,66,2.19
2884,Necessary Instead,Clothing,24.22,160,1.24
2885,List Hundred,Clothing,32.79,100,3.46
2886,Wonder Woman,Books,27.37,482,2.78
2887,Expect Goal,Sports,189.74,915,2.31
2888,Effect Area,Books,13.59,755,3.26
2889,Other Agent,Clothing,85.42,646,2.19
2890,Daughter Pretty,Sports,243.8,691,1.03
2891,Today While,Electronics,189.19,524,1.55
2892,Call Across,Clothing,43.77,555,3.49
2893,His International,Clothing,56.09,704,1.55
2894,Indeed Head,Home,242.28,678,1.53
2895,Year Cut,Sports,154.26,91,4.03
2896,Argue Nearly,Sports,46.78,13,2.8
2897,Appear Side,Sports,246.14,194,1.45
2898,Letter Student,Clothing,35.58,182,2.24
2899,Choose Success,Home,279.71,689,2.5
2900,Trip Picture,Clothing,112.55,193,4.1
2901,Occur Film,Electronics,477.53,677,3.91
2902,Thousand Window,Books,19.62,368,1.51
2903,Provide Least,Sports,222.67,210,3.66
2904,Make Space,Home,45.83,18,1.6
2905,Perform Together,Sports,220.96,596,3.68
2906,Soon Or,Sports,31.38,686,1.41
2907,Day Show,Electronics,321.12,345,4.53
2908,Become Radio,Electronics,258.91,923,2.08
2909,Particularly Lawyer,Books,33.95,738,1.76
2910,Minute Successful,Home,61.04,780,2.4
2911,Test Share,Home,263.91,750,2.98
2912,Hard Person,Electronics,67.87,343,3.85
2913,Cold Smile,Home,118.37,211,2.0
2914,Strong Friend,Clothing,65.01,207,1.83
2915,Know Miss,Sports,162.5,454,3.59
2916,Defense So,Clothing,76.57,834,2.45
2917,Piece Both,Clothing,33.41,984,3.85
2918,Treatment Fund,Sports,213.38,118,2.36
2919,Budget Inside,Books,34.39,80,2.31
2920,Realize Mouth,Books,27.47,331,2.79
2921,Research Never,Home,152.54,875,4.02
2922,Time Development,Electronics,338.84,327,2.62
2923,Identify Audience,Books,32.15,413,3.87
2924,Big Mouth,Electronics,160.17,731,3.32
2925,Vote You,Books,8.17,69,2.2
2926,Beyond Music,Sports,209.82,15,4.73
2927,With Method,Books,48.99,697,2.77
2928,Rate Amount,Clothing,98.45,187,2.48
2929,Heart Nearly,Clothing,52.64,96,3.83
2930,Term Actually,Home,87.19,127,1.67
2931,More Once,Books,39.39,755,4.92
2932,American Born,Electronics,482.14,443,1.23
2933,Simple Voice,Home,233.59,532,1.28
2934,Woman Cultural,Sports,164.27,167,2.29
2935,Song Affect,Clothing,30.76,185,4.76
2936,Career Reach,Sports,105.76,182,2.21
2937,Face Beat,Clothing,138.97,948,4.5
2938,Key Million,Sports,147.44,621,3.25
2939,Rich Official,Clothing,127.18,887,3.58
2940,Control According,Home,265.81,471,4.84
2941,Forget Drug,Books,27.08,423,3.01
2942,Effect Interesting,Electronics,426.86,286,1.68
2943,Sea Should,Sports,22.37,870,2.86
2944,Use Either,Clothing,49.44,897,2.07
2945,My Across,Electronics,474.95,608,3.29
2946,Thing Rise,Books,36.08,114,2.07
2947,Group Above,Books,43.42,898,4.44
2948,Industry Black,Sports,16.36,553,1.54
2949,Force Radio,Sports,233.03,702,1.32
2950,Maintain Book,Electronics,474.51,310,3.75
2951,Might Center,Sports,95.76,240,1.49
2952,More House,Sports,183.05,903,4.57
2953,Better Member,Clothing,122.66,751,1.88
2954,Suggest Business,Electronics,448.02,963,3.76
2955,Himself Bad,Home,64.65,604,4.86
2956,Southern College,Home,64.06,261,3.24
2957,Cover Specific,Clothing,21.27,71,2.99
2958,Grow Film,Sports,86.65,614,1.96
2959,Have Pressure,Sports,222.64,322,4.03
2960,Lawyer Notice,Sports,38.05,126,2.66
2961,Government Explain,Clothing,84.06,843,4.09
2962,Include Loss,Electronics,340.57,17,1.52
2963,Magazine Really,Books,16.64,855,1.49
2964,Rest Sing,Home,68.48,359,3.46
2965,Official More,Sports,30.25,641,1.26
2966,Hear Song,Books,10.97,613,3.19
2967,Among Affect,Clothing,21.93,658,4.24
2968,Military Ask,Sports,33.66,684,4.88
2969,Thousand Somebody,Electronics,369.35,532,2.89
2970,Entire One,Clothing,97.97,853,1.56
2971,Yourself Leg,Books,32.72,767,2.3
2972,Somebody Cost,Home,79.83,924,3.67
2973,You Choose,Sports,79.79,661,4.62
2974,Very Available,Home,136.55,0,1.39
2975,As Soon,Sports,188.95,806,2.57
2976,Light Study,Home,298.74,219,4.41
2977,Wait Front,Books,22.23,709,1.74
2978,Threat Program,Electronics,459.98,885,3.65
2979,Again Back,Electronics,148.43,295,3.11
2980,Parent Real,Home,208.95,413,2.89
2981,Happy Determine,Sports,74.59,531,3.43
2982,Major Difficult,Sports,175.14,148,1.85
2983,Strategy Could,Sports,144.47,465,2.63
2984,Answer Role,Clothing,99.31,40,2.03
2985,Body Rate,Home,211.39,765,1.95
2986,Dark Learn,Electronics,140.53,875,2.45
2987,Suddenly Force,Electronics,336.39,260,3.09
2988,Help Large,Sports,150.82,256,2.67
2989,Everybody Paper,Clothing,59.68,471,4.85
2990,Eight More,Books,10.73,77,2.32
2991,Trade Operation,Electronics,489.24,524,3.31
2992,Method Later,Home,96.18,641,1.88
2993,Myself Activity,Sports,125.45,168,4.74
2994,House Always,Sports,114.05,278,3.01
2995,Second Hotel,Books,43.78,565,4.77
2996,Song Box,Sports,112.42,322,4.08
2997,Customer Stay,Sports,65.6,946,4.51
2998,Of Investment,Home,165.79,616,2.04
2999,Her Technology,Electronics,286.07,38,4.4
3000,Make Although,Sports,118.0,152,1.22
3001,Information Along,Electronics,305.65,954,1.76
3002,Surface Executive,Home,161.78,972,3.24
3003,Meeting Serve,Home,200.88,181,2.92
3004,Data Likely,Electronics,270.07,246,1.7
3005,Probably Cover,Electronics,71.99,440,1.56
3006,Peace Thus,Books,23.71,712,4.46
3007,Series If,Electronics,175.33,190,1.4
3008,Today Old,Sports,204.76,601,2.11
3009,Hold Natural,Sports,97.24,854,2.32
3010,Very Skill,Home,137.78,74,2.65
3011,Your Political,Sports,163.91,90,3.76
3012,Few Likely,Sports,121.96,295,2.24
3013,Develop View,Home,224.07,294,2.39
3014,Partner Various,Clothing,37.17,900,3.59
3015,Reach Doctor,Home,218.39,508,1.09
3016,Generation Woman,Clothing,48.6,989,2.37
3017,Size Son,Electronics,378.91,712,1.83
3018,Learn Benefit,Sports,236.13,838,4.31
3019,Commercial Listen,Clothing,87.21,256,4.39
3020,Relate Simply,Clothing,84.63,587,3.47
3021,Relationship Car,Books,16.74,406,3.85
3022,When Crime,Clothing,140.54,508,4.83
3023,Financial Four,Sports,131.26,624,1.67
3024,Himself Them,Electronics,258.75,826,1.73
3025,Onto Statement,Books,40.73,868,1.51
3026,Front Major,Sports,82.39,854,2.34
3027,Fact Take,Sports,207.23,4,2.48
3028,Need Lose,Home,75.59,552,4.28
3029,Card Foot,Electronics,425.39,446,4.76
3030,Clear Item,Sports,148.79,181,1.4
3031,Clear Half,Clothing,61.72,714,2.77
3032,Hundred Able,Electronics,78.89,541,3.54
3033,Since Able,Clothing,27.22,970,4.61
3034,Happen Administration,Books,19.65,344,2.66
3035,Nor Box,Electronics,468.92,641,2.36
3036,Garden Cell,Sports,40.14,646,2.36
3037,Service Truth,Books,37.81,118,4.6
3038,Special Tonight,Sports,32.57,258,4.86
3039,Service Bank,Home,87.94,923,2.36
3040,Write Something,Books,13.53,85,1.16
3041,In Million,Electronics,248.98,757,3.06
3042,Southern World,Books,10.71,619,4.08
3043,Degree Use,Electronics,243.65,936,3.92
3044,Pressure Eye,Books,47.16,740,3.16
3045,Career Economic,Clothing,40.82,313,2.01
3046,Agree Partner,Home,170.99,424,4.58
3047,Business Ahead,Electronics,269.06,354,4.49
3048,Skill Marriage,Books,13.21,397,1.15
3049,Live Left,Home,154.38,89,2.43
3050,We I,Electronics,294.96,91,2.6
3051,Money Government,Sports,174.12,745,4.99
3052,Night Phone,Clothing,51.53,200,1.92
3053,Claim Key,Clothing,10.76,416,1.03
3054,Shoulder Affect,Home,70.71,861,1.7
3055,Will Story,Electronics,346.49,489,4.77
3056,Thought Those,Home,22.31,556,3.26
3057,Decision Involve,Sports,58.44,84,3.96
3058,Along Player,Electronics,79.69,887,1.62
3059,Billion Ahead,Electronics,422.09,881,1.74
3060,Want Current,Sports,239.61,228,4.82
3061,His Support,Sports,226.41,386,4.31
3062,Establish Realize,Clothing,24.98,432,1.95
3063,Leader Fact,Sports,96.69,781,1.11
3064,Foreign Organization,Home,138.98,550,1.41
3065,Collection Interview,Books,29.86,996,3.26
3066,Former Class,Electronics,466.77,715,2.48
3067,Plant Thank,Clothing,75.55,658,1.56
3068,Star Other,Sports,43.81,372,1.97
3069,I Travel,Sports,173.03,364,2.14
3070,Recognize Summer,Sports,18.04,635,3.52
3071,Far Leave,Clothing,24.8,267,1.76
3072,Approach Create,Sports,223.11,93,4.82
3073,Well Still,Electronics,118.41,378,2.2
3074,Religious Kid,Books,34.77,158,2.57
3075,Ago Toward,Books,29.08,150,1.3
3076,Check Pull,Books,38.78,202,1.76
3077,Concern Forward,Clothing,67.49,270,2.91
3078,Appear Above,Home,235.46,10,2.25
3079,Go Discover,Electronics,240.31,438,1.28
3080,Look Check,Clothing,45.33,370,1.48
3081,Building Tv,Clothing,64.27,937,1.91
3082,Service Meet,Clothing,49.92,623,2.12
3083,Wait Sing,Electronics,237.94,412,1.16
3084,Maintain Together,Sports,155.54,252,4.88
3085,Soldier Fall,Books,14.12,365,2.42
3086,Fall Attack,Books,31.55,291,3.66
3087,Identify Have,Electronics,72.3,690,2.91
3088,Keep Drop,Clothing,20.4,756,4.21
3089,Role Total,Electronics,360.0,475,1.46
3090,Improve Loss,Clothing,27.68,302,4.61
3091,Family Meet,Clothing,126.62,239,3.63
3092,Low Discussion,Clothing,52.96,634,2.82
3093,Option Third,Home,221.18,124,3.69
3094,Everyone Already,Sports,51.96,919,3.3
3095,Popular Mrs,Electronics,464.87,803,2.01
3096,Number Event,Sports,86.89,748,3.31
3097,Plant Along,Books,42.19,462,3.37
3098,Together Country,Clothing,101.32,420,1.93
3099,Sound Majority,Electronics,62.79,975,3.81
3100,Close Scientist,Home,207.74,963,4.8
3101,Beautiful Production,Books,35.96,362,1.13
3102,Bad Language,Home,179.43,27,4.32
3103,Personal Environmental,Books,35.19,681,1.7
3104,Paper Door,Clothing,37.18,293,2.32
3105,West Claim,Clothing,90.55,954,1.64
3106,Few Have,Sports,122.95,289,2.51
3107,Pay Political,Sports,154.88,739,4.07
3108,Short Hospital,Clothing,30.61,531,3.25
3109,Pass Impact,Books,34.13,289,4.32
3110,Carry They,Books,40.92,444,2.28
3111,Expert Thus,Electronics,422.26,132,4.7
3112,Left Really,Home,125.85,531,1.14
3113,Sense Note,Sports,112.43,282,4.09
3114,Begin A,Sports,249.05,707,3.48
3115,Writer Relate,Home,101.25,919,2.53
3116,Degree Explain,Books,18.09,883,4.58
3117,Science Reason,Sports,124.86,928,4.32
3118,Approach Involve,Clothing,43.25,993,3.32
3119,To Dark,Clothing,135.85,731,4.87
3120,Himself Watch,Electronics,136.12,601,2.49
3121,Thing Beyond,Clothing,21.42,761,3.28
3122,Worry Four,Books,21.83,248,2.08
3123,Debate Property,Clothing,41.98,744,2.61
3124,Large Economic,Books,14.3,193,3.69
3125,Read Major,Home,239.15,572,1.09
3126,Machine Area,Sports,137.0,159,2.61
3127,Certainly Challenge,Clothing,25.42,376,4.24
3128,Base Race,Home,251.18,1,4.5
3129,Daughter Peace,Clothing,35.62,445,2.76
3130,Return Prove,Books,40.54,126,3.65
3131,Point Certainly,Sports,144.03,661,1.85
3132,Million Someone,Home,153.0,495,2.38
3133,Station Score,Electronics,166.82,712,4.66
3134,Place Degree,Books,36.08,284,1.95
3135,Goal Behind,Electronics,448.73,849,3.78
3136,List Play,Electronics,265.68,87,4.9
3137,Everybody Thank,Sports,96.6,887,4.21
3138,Understand Myself,Sports,176.8,712,2.67
3139,Produce Until,Books,17.54,573,2.73
3140,Much Treat,Books,35.91,770,3.7
3141,Music Long,Sports,142.38,996,4.9
3142,Simple Join,Sports,221.82,783,2.25
3143,Again Name,Clothing,101.43,958,2.9
3144,Level Summer,Books,15.91,943,2.47
3145,Trip Model,Sports,138.03,633,3.4
3146,Road Common,Books,46.02,870,2.25
3147,Drug War,Clothing,52.94,154,3.79
3148,Method Artist,Electronics,129.36,893,2.3
3149,Best Fight,Home,113.0,656,2.7
3150,Employee Why,Sports,150.73,495,2.84
3151,Right Very,Books,46.47,591,1.28
3152,Image Offer,Clothing,72.02,766,2.04
3153,Base Half,Electronics,319.9,135,3.72
3154,Provide Side,Sports,236.15,50,3.82
3155,Throw Energy,Electronics,65.2,204,2.87
3156,Chair Box,Books,14.12,480,3.36
3157,Mother International,Sports,41.43,129,2.79
3158,Southern Whose,Books,27.83,804,1.76
3159,Television Short,Electronics,268.79,810,1.44
3160,Face Ready,Home,225.81,228,1.4
3161,Early Parent,Sports,234.05,546,3.67
3162,Make Memory,Home,109.53,382,2.63
3163,Business Window,Clothing,116.37,763,3.96
3164,Physical Else,Electronics,466.16,154,3.06
3165,Million Event,Sports,243.44,973,3.66
3166,Suddenly Million,Electronics,250.81,160,4.95
3167,Power Soldier,Sports,216.66,437,1.96
3168,Language Today,Sports,124.44,57,4.08
